ID	pair	pairing_type	inter_vs_intra	dvh	D.line	D.generation	D.epd	D.colony	mmp	M.line	M.generation	M.epd	M.colony	rate	yield	source	used.model	picked.model	measure	avg.rate	sd.rate	avg.yield	sd.yield
675	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.0095529	0.337942178	Jess	richards	richards	OD600	0.008639771	0.001323795	0.358733118	0.036244193
676	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.01048077	0.335830786	Jess	richards	richards	OD600	0.008639771	0.001323795	0.358733118	0.036244193
677	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.008249948	0.349937843	Jess	richards	richards	OD600	0.008639771	0.001323795	0.358733118	0.036244193
678	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.010849541	0.34287888	Jess	richards	richards	OD600	0.008639771	0.001323795	0.358733118	0.036244193
679	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.009218729	0.335348154	Jess	richards	richards	OD600	0.008639771	0.001323795	0.358733118	0.036244193
680	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.0092508	0.30686013	Jess	richards	richards	OD600	0.008639771	0.001323795	0.358733118	0.036244193
681	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.008011357	0.333936448	Jess	logistic	logistic	OD600	0.007631697	0.00105592	0.356576925	0.035785017
682	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.008454591	0.311488251	Jess	logistic	logistic	OD600	0.007631697	0.00105592	0.356576925	0.035785017
683	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.008367238	0.344124715	Jess	logistic	logistic	OD600	0.007631697	0.00105592	0.356576925	0.035785017
684	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.008802852	0.341392961	Jess	logistic	logistic	OD600	0.007631697	0.00105592	0.356576925	0.035785017
685	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.006029112	0.36499943	Jess	logistic	logistic	OD600	0.007631697	0.00105592	0.356576925	0.035785017
686	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.008769908	0.348842307	Jess	logistic	logistic	OD600	0.007631697	0.00105592	0.356576925	0.035785017
687	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.007406533	0.343013478	Jess	logistic	logistic	OD600	0.007631697	0.00105592	0.356576925	0.035785017
688	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.007386614	0.313486796	Jess	logistic	logistic	OD600	0.007631697	0.00105592	0.356576925	0.035785017
689	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.00795277	0.340442203	Jess	gompertz	gompertz	OD600	0.007499571	0.001212857	0.369261739	0.044523347
690	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.008488076	0.316604822	Jess	gompertz	gompertz	OD600	0.007499571	0.001212857	0.369261739	0.044523347
691	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.00821593	0.352040683	Jess	gompertz	gompertz	OD600	0.007499571	0.001212857	0.369261739	0.044523347
692	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.008873183	0.346797636	Jess	gompertz	gompertz	OD600	0.007499571	0.001212857	0.369261739	0.044523347
693	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.005685311	0.382816747	Jess	gompertz	gompertz	OD600	0.007499571	0.001212857	0.369261739	0.044523347
694	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.008962881	0.353706073	Jess	gompertz	gompertz	OD600	0.007499571	0.001212857	0.369261739	0.044523347
695	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.007281082	0.351011435	Jess	gompertz	gompertz	OD600	0.007499571	0.001212857	0.369261739	0.044523347
696	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.007419335	0.319520697	Jess	gompertz	gompertz	OD600	0.007499571	0.001212857	0.369261739	0.044523347
697	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.008443518	0.333598514	Jess	spline	spline	OD600	0.009601425	0.001654141	0.355832881	0.029700583
698	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.008793816	0.31700311	Jess	spline	spline	OD600	0.009601425	0.001654141	0.355832881	0.029700583
699	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.008865012	0.353782424	Jess	spline	spline	OD600	0.009601425	0.001654141	0.355832881	0.029700583
700	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.009314802	0.346090131	Jess	spline	spline	OD600	0.009601425	0.001654141	0.355832881	0.029700583
701	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.008659738	0.352849622	Jess	spline	spline	OD600	0.009601425	0.001654141	0.355832881	0.029700583
702	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.009870376	0.356304604	Jess	spline	spline	OD600	0.009601425	0.001654141	0.355832881	0.029700583
703	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.008406237	0.346673316	Jess	spline	spline	OD600	0.009601425	0.001654141	0.355832881	0.029700583
704	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.008532158	0.318179435	Jess	spline	spline	OD600	0.009601425	0.001654141	0.355832881	0.029700583
705	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.009356884	0.328033551	nickrevived	default	richards	OD600	0.009558929	0.000800237	0.330498822	0.015802806
706	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.009511863	0.307159054	nickrevived	default	richards	OD600	0.009558929	0.000800237	0.330498822	0.015802806
707	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.0095529	0.337942178	nickrevived	default	richards	OD600	0.009558929	0.000800237	0.330498822	0.015802806
708	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.01048077	0.335830786	nickrevived	default	richards	OD600	0.009558929	0.000800237	0.330498822	0.015802806
709	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.008249948	0.349937843	nickrevived	default	richards	OD600	0.009558929	0.000800237	0.330498822	0.015802806
710	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.010849541	0.34287888	nickrevived	default	richards	OD600	0.009558929	0.000800237	0.330498822	0.015802806
711	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.009218729	0.335348154	nickrevived	default	richards	OD600	0.009558929	0.000800237	0.330498822	0.015802806
712	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.0092508	0.30686013	nickrevived	default	richards	OD600	0.009558929	0.000800237	0.330498822	0.015802806
713	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.009356884	0.328033551	nickrevived	richards	richards	OD600	0.009558929	0.000800237	0.330498822	0.015802806
714	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.009511863	0.307159054	nickrevived	richards	richards	OD600	0.009558929	0.000800237	0.330498822	0.015802806
715	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.0095529	0.337942178	nickrevived	richards	richards	OD600	0.009558929	0.000800237	0.330498822	0.015802806
716	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.01048077	0.335830786	nickrevived	richards	richards	OD600	0.009558929	0.000800237	0.330498822	0.015802806
717	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.008249948	0.349937843	nickrevived	richards	richards	OD600	0.009558929	0.000800237	0.330498822	0.015802806
718	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.010849541	0.34287888	nickrevived	richards	richards	OD600	0.009558929	0.000800237	0.330498822	0.015802806
719	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.009218729	0.335348154	nickrevived	richards	richards	OD600	0.009558929	0.000800237	0.330498822	0.015802806
720	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.0092508	0.30686013	nickrevived	richards	richards	OD600	0.009558929	0.000800237	0.330498822	0.015802806
721	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.008011357	0.333936448	nickrevived	logistic	logistic	OD600	0.007903526	0.000934831	0.337660548	0.017888723
722	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.008454591	0.311488251	nickrevived	logistic	logistic	OD600	0.007903526	0.000934831	0.337660548	0.017888723
723	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.008367238	0.344124715	nickrevived	logistic	logistic	OD600	0.007903526	0.000934831	0.337660548	0.017888723
724	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.008802852	0.341392961	nickrevived	logistic	logistic	OD600	0.007903526	0.000934831	0.337660548	0.017888723
725	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.006029112	0.36499943	nickrevived	logistic	logistic	OD600	0.007903526	0.000934831	0.337660548	0.017888723
726	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.008769908	0.348842307	nickrevived	logistic	logistic	OD600	0.007903526	0.000934831	0.337660548	0.017888723
727	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.007406533	0.343013478	nickrevived	logistic	logistic	OD600	0.007903526	0.000934831	0.337660548	0.017888723
728	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.007386614	0.313486796	nickrevived	logistic	logistic	OD600	0.007903526	0.000934831	0.337660548	0.017888723
729	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.00795277	0.340442203	nickrevived	gompertz	gompertz	OD600	0.007859821	0.001071131	0.345367537	0.020942152
730	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.008488076	0.316604822	nickrevived	gompertz	gompertz	OD600	0.007859821	0.001071131	0.345367537	0.020942152
731	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.00821593	0.352040683	nickrevived	gompertz	gompertz	OD600	0.007859821	0.001071131	0.345367537	0.020942152
732	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.008873183	0.346797636	nickrevived	gompertz	gompertz	OD600	0.007859821	0.001071131	0.345367537	0.020942152
733	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.005685311	0.382816747	nickrevived	gompertz	gompertz	OD600	0.007859821	0.001071131	0.345367537	0.020942152
734	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.008962881	0.353706073	nickrevived	gompertz	gompertz	OD600	0.007859821	0.001071131	0.345367537	0.020942152
735	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.007281082	0.351011435	nickrevived	gompertz	gompertz	OD600	0.007859821	0.001071131	0.345367537	0.020942152
736	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.007419335	0.319520697	nickrevived	gompertz	gompertz	OD600	0.007859821	0.001071131	0.345367537	0.020942152
737	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.008443518	0.333598514	nickrevived	spline	spline	OD600	0.008860707	0.000501291	0.340560145	0.01579328
738	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.008793816	0.31700311	nickrevived	spline	spline	OD600	0.008860707	0.000501291	0.340560145	0.01579328
739	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.008865012	0.353782424	nickrevived	spline	spline	OD600	0.008860707	0.000501291	0.340560145	0.01579328
740	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.009314802	0.346090131	nickrevived	spline	spline	OD600	0.008860707	0.000501291	0.340560145	0.01579328
741	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.008659738	0.352849622	nickrevived	spline	spline	OD600	0.008860707	0.000501291	0.340560145	0.01579328
742	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.009870376	0.356304604	nickrevived	spline	spline	OD600	0.008860707	0.000501291	0.340560145	0.01579328
743	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.008406237	0.346673316	nickrevived	spline	spline	OD600	0.008860707	0.000501291	0.340560145	0.01579328
744	DvH Anc. (D2) & UE3.152.03.M03	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M03	UE3	152	3	M03	0.008532158	0.318179435	nickrevived	spline	spline	OD600	0.008860707	0.000501291	0.340560145	0.01579328
460	DvH Anc. (D2) & UE3.152.09.M02	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.007779539	0.348974577	Jess	richards	richards	OD600	0.007921508	0.001285061	0.360892918	0.019043743
461	DvH Anc. (D2) & UE3.152.09.M02	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.008381624	0.341277534	Jess	richards	richards	OD600	0.007921508	0.001285061	0.360892918	0.019043743
462	DvH Anc. (D2) & UE3.152.09.M02	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.007105743	0.361228513	Jess	richards	richards	OD600	0.007921508	0.001285061	0.360892918	0.019043743
463	DvH Anc. (D2) & UE3.152.09.M02	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.010466059	0.365919467	Jess	richards	richards	OD600	0.007921508	0.001285061	0.360892918	0.019043743
464	DvH Anc. (D2) & UE3.152.09.M02	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.008277776	0.403055007	Jess	richards	richards	OD600	0.007921508	0.001285061	0.360892918	0.019043743
465	DvH Anc. (D2) & UE3.152.09.M02	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.005878172	0.359880244	Jess	richards	richards	OD600	0.007921508	0.001285061	0.360892918	0.019043743
466	DvH Anc. (D2) & UE3.152.09.M02	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.008310078	0.365171695	Jess	richards	richards	OD600	0.007921508	0.001285061	0.360892918	0.019043743
467	DvH Anc. (D2) & UE3.152.09.M02	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.007173072	0.34163631	Jess	richards	richards	OD600	0.007921508	0.001285061	0.360892918	0.019043743
484	DvH Anc. (D2) & UE3.152.09.M02	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.007779539	0.348974577	Jess	richards	richards	OD600	0.007921508	0.001285061	0.360892918	0.019043743
485	DvH Anc. (D2) & UE3.152.09.M02	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.008381624	0.341277534	Jess	richards	richards	OD600	0.007921508	0.001285061	0.360892918	0.019043743
486	DvH Anc. (D2) & UE3.152.09.M02	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.007105743	0.361228513	Jess	richards	richards	OD600	0.007921508	0.001285061	0.360892918	0.019043743
487	DvH Anc. (D2) & UE3.152.09.M02	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.010466059	0.365919467	Jess	richards	richards	OD600	0.007921508	0.001285061	0.360892918	0.019043743
488	DvH Anc. (D2) & UE3.152.09.M02	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.008277776	0.403055007	Jess	richards	richards	OD600	0.007921508	0.001285061	0.360892918	0.019043743
489	DvH Anc. (D2) & UE3.152.09.M02	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.005878172	0.359880244	Jess	richards	richards	OD600	0.007921508	0.001285061	0.360892918	0.019043743
490	DvH Anc. (D2) & UE3.152.09.M02	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.008310078	0.365171695	Jess	richards	richards	OD600	0.007921508	0.001285061	0.360892918	0.019043743
491	DvH Anc. (D2) & UE3.152.09.M02	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.007173072	0.34163631	Jess	richards	richards	OD600	0.007921508	0.001285061	0.360892918	0.019043743
508	DvH Anc. (D2) & UE3.152.09.M02	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.007132713	0.35695481	Jess	logistic	logistic	OD600	0.007015041	0.001378702	0.373243489	0.025044142
509	DvH Anc. (D2) & UE3.152.09.M02	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.007470994	0.350223009	Jess	logistic	logistic	OD600	0.007015041	0.001378702	0.373243489	0.025044142
510	DvH Anc. (D2) & UE3.152.09.M02	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.00677465	0.36839189	Jess	logistic	logistic	OD600	0.007015041	0.001378702	0.373243489	0.025044142
511	DvH Anc. (D2) & UE3.152.09.M02	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.00995326	0.369353032	Jess	logistic	logistic	OD600	0.007015041	0.001378702	0.373243489	0.025044142
512	DvH Anc. (D2) & UE3.152.09.M02	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.006174813	0.42993402	Jess	logistic	logistic	OD600	0.007015041	0.001378702	0.373243489	0.025044142
513	DvH Anc. (D2) & UE3.152.09.M02	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.005315476	0.376505301	Jess	logistic	logistic	OD600	0.007015041	0.001378702	0.373243489	0.025044142
514	DvH Anc. (D2) & UE3.152.09.M02	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.007164436	0.378722103	Jess	logistic	logistic	OD600	0.007015041	0.001378702	0.373243489	0.025044142
515	DvH Anc. (D2) & UE3.152.09.M02	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.006133984	0.35586375	Jess	logistic	logistic	OD600	0.007015041	0.001378702	0.373243489	0.025044142
532	DvH Anc. (D2) & UE3.152.09.M02	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.007015525	0.369723749	Jess	gompertz	gompertz	OD600	0.006691407	0.001531124	0.394822361	0.033582665
533	DvH Anc. (D2) & UE3.152.09.M02	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.007206399	0.364312598	Jess	gompertz	gompertz	OD600	0.006691407	0.001531124	0.394822361	0.033582665
534	DvH Anc. (D2) & UE3.152.09.M02	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.006390626	0.390846311	Jess	gompertz	gompertz	OD600	0.006691407	0.001531124	0.394822361	0.033582665
535	DvH Anc. (D2) & UE3.152.09.M02	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.009944576	0.376297321	Jess	gompertz	gompertz	OD600	0.006691407	0.001531124	0.394822361	0.033582665
536	DvH Anc. (D2) & UE3.152.09.M02	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.005596937	0.468573848	Jess	gompertz	gompertz	OD600	0.006691407	0.001531124	0.394822361	0.033582665
537	DvH Anc. (D2) & UE3.152.09.M02	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.004913095	0.410763056	Jess	gompertz	gompertz	OD600	0.006691407	0.001531124	0.394822361	0.033582665
538	DvH Anc. (D2) & UE3.152.09.M02	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.006772536	0.399383016	Jess	gompertz	gompertz	OD600	0.006691407	0.001531124	0.394822361	0.033582665
539	DvH Anc. (D2) & UE3.152.09.M02	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.005691558	0.37867899	Jess	gompertz	gompertz	OD600	0.006691407	0.001531124	0.394822361	0.033582665
556	DvH Anc. (D2) & UE3.152.09.M02	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.015617421	0.354133773	Jess	spline	spline	OD600	0.009217502	0.002863578	0.364295543	0.019362448
557	DvH Anc. (D2) & UE3.152.09.M02	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.008278685	0.340549316	Jess	spline	spline	OD600	0.009217502	0.002863578	0.364295543	0.019362448
558	DvH Anc. (D2) & UE3.152.09.M02	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.007664851	0.364124741	Jess	spline	spline	OD600	0.009217502	0.002863578	0.364295543	0.019362448
