Simulation no	Total Gscore
1680	587.1723667
1681	574.5384871
1682	582.4635239
1683	533.6816322
1684	533.6816322
1685	595.9113195
1686	603.8363563
1687	546.9813137
1688	546.9813137
1689	550.9535722
1690	550.9535722
1691	559.3701384
1692	559.3701384
1693	569.2434226
1694	569.2434226
1695	572.0768111
1696	572.0768111
1697	535.2243052
1698	535.2243052
1699	540.1482571
1700	540.1482571
1701	582.789196
1702	582.789196
1703	572.2896741
1704	572.2896741
1705	563.1584258
1706	563.1584258
1707	555.1524371
1708	555.1524371
1709	560.8133589
1710	560.8133589
1711	549.7356587
1712	549.7356587
1713	572.7205052
1714	572.7205052
1715	565.6436717
1716	565.6436717
1717	550.6712734
1718	550.6712734
1719	542.3920136
1720	542.3920136
1721	555.2305165
1722	555.2305165
1723	585.5189939
1724	585.5189939
1725	586.5653504
1726	586.5653504
1727	573.7194443
1728	573.7194443
1729	566.7396474
1730	566.7396474
1731	582.2371647
1732	582.2371647
1733	576.2109951
1734	576.2109951
1735	558.0328967
1736	558.0328967
1737	550.3511804
1738	550.3511804
1739	581.0529598
1740	581.0529598
1741	572.0564177
1742	572.0564177
1743	555.0933482
1744	555.0933482
1745	550.0099302
1746	550.0099302
1747	571.9710807
1748	571.9710807
1749	556.4418364
1750	556.4418364
1751	574.3264643
1752	574.3264643
1753	535.977059
1754	535.977059
1755	589.8845355
1756	589.8845355
1757	582.7228438
1758	582.7228438
1759	555.8984006
1760	555.8984006
1761	586.2472063
1762	586.2472063
1763	561.6053169
1764	561.6053169
1765	573.5323425
1766	581.4573793
1767	560.9796325
1768	560.9796325
1769	551.0686548
1770	551.0686548
1771	551.0227716
1772	551.0227716
1773	557.5479569
1774	557.5479569
1775	537.6031299
1776	537.6031299
1777	569.1751681
1778	569.1751681
1779	556.0940739
1780	556.0940739
1781	555.070578
1782	555.070578
1783	579.8852254
1784	579.8852254
1785	568.702325
1786	568.702325
1787	575.002013
1788	575.002013
1789	538.9436714
1790	538.9436714
1791	577.4818481
1792	577.4818481
1793	582.3237772
1794	582.3237772
1795	563.8751401
1796	563.8751401
1797	568.6970199
1798	568.6970199
1799	570.4174617
1800	570.4174617
1801	572.626567
1802	572.626567
1803	559.875934
1804	559.875934
1805	546.8146964
1806	546.8146964
1807	547.1373602
1808	555.0623969
1809	583.2173015
1810	583.2173015
1811	547.972223
1812	547.972223
1813	550.40378
1814	550.40378
1815	590.7433599
1816	590.7433599
1817	566.4166144
1818	574.3416512
1819	582.7004784
1820	590.6255152
1821	556.7351836
1822	556.7351836
1823	575.7238324
1824	575.7238324
1825	560.5343183
1826	560.5343183
1827	564.4233317
1828	564.4233317
1829	582.5932041
1830	582.5932041
1831	561.9163304
1832	561.9163304
1833	600.3940929
1834	600.3940929
1835	543.5415276
1836	543.5415276
1837	562.0572797
1838	562.0572797
1839	551.3075608
1840	551.3075608
1841	549.736424
1842	549.736424
1843	542.4148601
1844	542.4148601
1845	616.0813324
1846	624.0063691
1847	556.2533205
1848	556.2533205
1849	592.3518472
1850	592.3518472
1851	557.830239
1852	557.830239
1853	558.9240398
1854	558.9240398
1855	560.3122742
1856	560.3122742
1857	572.4911415
1858	572.4911415
1859	549.774779
1860	549.774779
1861	557.1781734
1862	557.1781734
1863	562.9968366
1864	562.9968366
1865	583.8802188
1866	583.8802188
1867	557.2130173
1868	557.2130173
1869	557.782512
1870	557.782512
1871	543.7657368
1872	543.7657368
1873	565.9278073
1874	565.9278073
1875	550.4966833
1876	550.4966833
1877	555.6185162
1878	555.6185162
1879	567.6285265
1880	567.6285265
1881	594.738011
1882	594.738011
1883	561.5640735
1884	561.5640735
1885	561.4749945
1886	561.4749945
1887	540.6672432
1888	540.6672432
1889	570.0793995
1890	570.0793995
1891	574.7492547
1892	574.7492547
1893	547.777997
1894	547.777997
1895	559.6435518
1896	559.6435518
1897	555.9542721
1898	555.9542721
1899	580.8758861
1900	580.8758861
1901	569.9706088
1902	569.9706088
1903	547.6074776
1904	547.6074776
1905	551.0798648
1906	551.0798648
1907	571.2717326
1908	579.1967694
1909	559.4686974
1910	567.3937342
1911	540.2475081
1912	548.1725449
1913	551.6073569
1914	551.6073569
1915	546.4330541
1916	546.4330541
1917	549.7785823
1918	549.7785823
1919	562.1172865
1920	562.1172865
1921	563.2815456
1922	563.2815456
1923	586.4887454
1924	586.4887454
1925	527.912007
1926	527.912007
1927	549.9622465
1928	549.9622465
1929	560.8616713
1930	560.8616713
1931	551.2449321
1932	551.2449321
1933	550.2148752
1934	550.2148752
1935	566.8201754
1936	566.8201754
1937	564.2917829
1938	564.2917829
1939	570.0123153
1940	570.0123153
1941	581.9266052
1942	581.9266052
1943	567.4558913
1944	567.4558913
1945	585.5851487
1946	585.5851487
1947	565.8110692
1948	565.8110692
1949	557.2323501
1950	557.2323501
1951	561.3169742
1952	561.3169742
1953	562.2631242
1954	562.2631242
1955	557.9658106
1956	557.9658106
1957	587.9793891
1958	587.9793891
1959	561.2461545
1960	561.2461545
1961	583.5894522
1962	583.5894522
1963	560.1728277
1964	560.1728277
1965	549.7507594
1966	549.7507594
1967	561.8426151
1968	561.8426151
1969	552.6428982
1970	552.6428982
1971	573.5134461
1972	581.4384829
1973	548.4481196
1974	548.4481196
1975	556.4306112
1976	556.4306112
1977	555.2640835
1978	555.2640835
1979	582.2035452
1980	582.2035452
1981	564.5878441
1982	564.5878441
1983	577.2537566
1984	577.2537566
1985	566.4571232
1986	566.4571232
1987	595.6946518
1988	595.6946518
1989	601.8780289
1990	609.8030657
1991	575.2076797
1992	575.2076797
1993	575.5498384
1994	575.5498384
1995	568.2317732
1996	568.2317732
1997	587.7502357
1998	587.7502357
1999	578.6307654
2000	578.6307654
